content
"전반적으로 화질이랑 채팅창 구성 다 괜찮습니다! 그런데 집에서 항상 스마트tv에 플랫폼을 연결해서 시청을 하는데 아직 연결 시스템은 개발이 안되어진거 같아요. 경기들은 큰화면으로 봐야 보는 맛이 나서 항상 tv로 시청했는데, 타플랫폼들은 tv연결이 앱 자체에서 버튼이 있어서 가능한데 치지직은 안되다보니 집에서 볼땐 타플랫폼을 이용할 수 밖에 없더라구요. 이부분 개발 좀 해주세요!!"
가장 마음에 들었던건 고화질로 방송을 시청해도 버벅거림이 전혀 없었고 시청환경이 굉장히 쾌적했습니다. 또한 단순히 스트리밍만 볼 수 있는게 아니고 e스포츠 메뉴랑 라운지 메뉴도 함께 있는게 마음에 들었습니다. 마지막으로 다른 스트리밍 사이트들은 도네이션 충전하는게 많이 번거로웠는데 네이버페이로 간편하게 결제가 가능해서 너무 좋네요~
"앱에 들어가면 팔로우한 스트리머가 어떤 방송을 하고있는지 바로 볼수 있는것과 트위치 처럼 지금 어떤 종류(예:talk,asmr,타르코프 등)의 방송이 어느정도의 사람들이 보고있는지 선택적으로 알수있는 기능이 추가되면 더 좋을 것 같아요. 추가로 채널 포인트 기능을 넣어 주면 좋겠어요."
확실히트위치와 비슷한ui로 편안한느낌을줘서 너무좋았습니다. 빨리 팔로우채널이나 라디오부분조금더개선하거나 카테고리가 나오면 좋겠네요 .치지직 응원하고있습니다 개발자님들 고생하시는모습이 눈앞에서 보일정도 열심히 진행해주시는것이 너무좋네요 화이팅입니다!!
"전에 보던 플랫폼이 화질저하와 클립제한 등 이용하기 불편했는데, 한 줄기의 빛과 같이 등장한 치지직으로 스트리밍 서비스를 잘 즐기고 있습니다. 베타서비스라 아직은 부족한 부분들이 있지만, 이용자들의 불편한 점을 아주 빠른 피드백으로 고쳐주시는 모습이 정말 긍정적 입니다."
다좋습니다 피드백을하자면 1. 다크모드 설정 다크모드 호불호가 있기 때문에 설정 가능하게 해주시면 좋겠구요 2. 자기가쓴 댓글 맨 위에 표시 영상에 제가 쓴댓글을 찾을려면 한참을 뒤져야 합니다. (제가쓴 타임라인을 보고싶은데 ㅠㅠ) 3. 라운지랑 분리해줬으면 좋겠어요
"일단 베타라는 점을 감안하면 만족스러운 어플입니다. 시청하던 스트리머가 치지직 테스터가되서 방송하고있어 같이 넘어왔는데 그전보다 후원하는 기능도 너무 간편하고(일명 딸깍후원ㅋㅋ) 이전에도 네이버페이 플러스멤버십등 이용하던 유저라 이 인터넷방송 어플만큼 간편한 인터넷방송은 없었네요 ㅎㅎ 아직 구독기능, 방송전체화면에서 채팅창볼수있는기능, 화면옆 다른방송의 상태(ex시청자수,방송카테고리등),방송화면 한번눌렀다고 정지되는기능 등에 불편함을 느끼지만 이것또한 베타니 이해하며 추후에 고쳐나가실거라고 믿습니다."
"모바일 환경에서 라운지 글쓰기가 안됩니다. 폰 화면 우측 하단의 플로팅 버튼이나, 상단 설정탭의 '글쓰기' 버튼을 눌러도 반응이 없어요. 그리고 팔로우한 라이브 방송을 최상단에 띄워주면 좋을거같음."
"제일 큰 장점은 아무래도 네이버 페이 포인트와 연동되어 편하고 유저들에게 경제적으로 도움되는 시스템이라는 점입니다. 더불어 정말 대단한게 타 플랫폼과 다르게 베타서비스때 유저들의 피드백을 적극 반영한다는 점이 두드러집니다. 특히 불편했던 채팅창 부분을 하루만에 즉시 수정한 점, 베타버전인데도 불구하고 가면갈수록 좋아지는 화질/딜레이 개선 등이 너무 마음에 듭니다. 부가적으로 타 플랫폼과 같이 무분별한 노출 영상을 제재하고 게임 위주의 플랫폼이라는 점에서 젊은 층과 함께 트렌드를 이끌어 갈 것이라 생각됩니다."
새로운 플랫폼으로 나온게 아니라 네이버 게임 어플을 스트리밍 기능을 추가한거라 평점이 안좋네요. 화질 깨긋하고 구성 깔끔하고 보기 편해서 좋았습니다. 베타테스트 성공적으로 마치고 개선될점들 더 발전해서 성공적인 플랫폼이 되기를~
"트위치 기능들 더 필요함. 특정 눈살찌푸려지는 스트리머들 차단 기능, 전체화면 해제 시 가로 비율 유지, 즐겨찾기 게임 추가 시 편의성 및 접근성 개선 필요"
트위치와는 달리 미성년자 방송이 안되는건 이제 막 방송을 시작하려는 고딩에겐 좀 많이 아쉽지만 처음 오픈베타때 1080p화질과 여러 이벤트를 열어주는게 좋았고 무엇보다 접근성이 쉬워서 좋았습니다 치지직 응원합니다! 파이팅
"UI가 깔끔하며 방송시청자들에게 친숙하게 디자인 되어있는 것 같습니다. 화질이 깨끗하며 다시보기 기능,E스포츠 기능 등 주요 기능들이 구비되어 있어 사용에 불편함이 없다고 생각합니다."
"720p 보다가 1080 보기만 해도 눈정화 되는 느낌이라 좋습니다. 다만 아직 pip 문제 등 해결해야 할 문제들이 많지만 그만큼 베타이니 이해할 만한 점들입니다 베타 기간 동안 피드백 철저하게 받아서 해결해 주시면 감사하겠습니다 스트리머에게는 좋은 방송 환경을, 시청자들에겐 행복한 시청 경험을 남겨주시기 위해 항상 노력하시는 치지직 관계자분들 화이팅입니다"
아직 개선해야될 점이 너무 많이 보임 트위치랑 최대한 비슷하게 한다고 했는데 다르다는 느낌이 더 큼 그리고 아프리카처럼 숨기지 말고 국내통신3사 망사용료에 맞추기 위해서 그리드 방식을 쓰는거라면 그렇다고 시원하게 딱 까놓고 공표를 해주세요. 그래야 사람들이 뒷말도 안나오고 통신사의 문제점을 조금이라도 더 알게되죠.
"😀바로 장점부터 갑니다!! ㆍ다시보기가 유×브처럼 편하게 되어있음. ㆍ화질..역시 이게 화질이지.. ㆍ전에 있던 네이버 게임 기능도 넣어놔서 굳이 앱 두번 킬 필요 없음. ㆍ방송 끝나서 심심해도 웹툰(?)들이 촤르륵!! ㆍ광고 스킵 가능!! 베리 굿!! 🥲이제 단점 갑시다!! ㆍ아마 개선될거 같지만 송출시간? 그게 생각보다 꽤 느림 ㆍ아직 베타라서 그런진 모르겠지만 채널별로 카테고리가 없어서 좀 아쉬움..트×치의 신입들을 알게 된데 카테고리 덕분이라 갠적으로 많이 아쉬움. ㆍ스트리머들이 이름 찜콩을 못해서 찐짜○○, 삭군(원래 닉 아님)등등이 되서 방송 보는데 약간 이질적인 느낌?? 뭐, 어쩔수 없겠지만..ㅠ ㆍ내 폰이 이상한건진 모르겠지만 방송알림이 트×치보다 좀 느림..ㅠ 그래서 오프닝이라 하나 그거 못 볼때 좀 있음.. ㆍ전체적으로 블랙블랙해서 화이트, 파스텔 선호하는 난 좀 불편.. 대충 이정도?? 근데 베타인거 치곤 괜찮은듯 앞으로 업뎃도 하고 하면 훨씬 나아질 듯!!"
"로그인 없이도 시청할 수 있게 해주세요. 아니면 '내휴대폰의 네이버앱 일회용번호'를 이용해서 , 안전하게 외부컴퓨터나 타인의 스마트기기에서도 로그인할 수 있게 일회용 로그인 기능을 적용시켜 주세요. 지금 외부컴퓨터에서 비밀번호 입력없이 네이버앱 일회용번호로 안전하게 로그인할 수 있잖아요? 그걸 치지직 어플에서도 가능하게 적용시켜주세요."
"라이트모드 제발 부탁드립니다!! 화면에 보여지는 채팅창 닉네임 색뿐만 아니라 진짜 채팅창에도 자기 닉네임 색깔 정할수있게해주세요. 시청자입장에선 이정도만해줘도 채팅창,화면 보는데 만족! 후에 추가예정이시겠지만 혹시몰라서 구독티콘,구독뱃지, 도네이펙트 꼭 꼭 추가해주세요! 구독티콘을 쓰기위해 구독하는사람들도 있고 스트리머가 설정해둔 도네이펙트 찰져서 도네하는사람들도 있기때문에 수익을 더내려면 필수일거같습니다! 최대한 트X치랑 비슷하게 해주면 치지직 너무 만족할거같습니다! 채팅창에 후원메시지뜨는거 지금사라졌는지 모르겠는데 이거도 꼭 스트리머가 설정할수있는 온오프기능 넣어주세요!"
치지직을 실행할 때마다 팔로잉한 스트리머의 라이브 영상부터 나열되어 보여졌으면 좋겠습니다. +) 컨텐츠 별로 알림을 설정할 수 있게 바뀌어서 정말 행복해요!! 개선돼가는 모습 덕에 편히 정착할 것 같습니다.
"여기다 남기면 개선이 확실히 되는 걸까요? 치지직을 일주일정도 사용해보고 후기 남거요 UI도 좋고 편리해서 다 좋았어요 다만, 내가 팔로우한 스트리머들 생방송 썸네일은 미리보기 해주셨으면 하네요 ㅎㅎ 팔로우한 스트리머 썸네일이 안 보이니 일일 들어가서 봐야하는 불편함이 있네요 아니면 혹시, 광고 시청을 위한 유입을 노린건가요? ㅎ.. 여튼 그점만 개선이 된다면 덧 없이 좋을 것 같습니다 😄"
피드백이 빠르고 앱 자체가 가볍고 부드럽게 작동해서 좋음. 화질도 만족스러운 편. 가끔 버퍼링 같은 자잘한 문제가 있긴 하지만 트위치를 효과적으로 대체할 듯.
나쁘지 않은듯? 정식으로 열리면 더 단정하게 나올테니 기대된다. 더블클릭으로 채팅창 열고닫기 / 방송 전체보기했을 때 핸드폰 위쪽 상태바 없애기 / 다크모드 / 게임 카테고리 생성해서 라이브중인 채널들 시청자 순대로 정리하기 이정도? 더 있으면 좋을듯. 별점 낮아서 기대 안했는데 진짜 괜찮음ㅋㅋ
정말 좋아요 단 2가지 더 바꼈으면 좋겠어요 팔로우하는 채널의 커뮤니티 글(공지글) 알림이 왔으면 좋겠어요 다른 하나는 메인 화면에 팔로우 하는 채널 방송 썸네일이라도 볼 수 있었으면 좋겠어요 팔로우하는 채널 프로필 사진만 있으면 아예 안들어가거나 뭐하는지 일일이 들어갈 수 밖에 없어요ㅠㅠ
영상다시보기 백그라운드재생 계속 안되게하면 별점1점입니다 취침모드도 해주시길바랍니다라고하니까 바로 만들어주는 폼 미쳤다 이제 취침모드로 1시간뒤에 자동으로꺼지는설정만 만들면 완벽합니다
"전보다 ui도 더 부드러워졌고, 텍스트도 약간 동글동글한 느낌으로 바꿔서 가독성도 좋네요! 무엇보다도 안정적으로 1080인게 가장 만족스러워요! 새로운 플랫폼인만큼 더 개선이 될 것 같아 기대되는 플랫폼이네요!"
아직 베타인데도 잘 보여지네요 컴퓨터로 보는 화면 구성과 앱으로 보는건 같은데 앱으로 보니 더 적합한 구성으로 보여집니다 아직 버그들이 있지만 금방 수정될거라고 생각됩니다
팔로잉 채널이 추천보다 먼저 보여주고 팔로잉 채널도 추천과 동일하게 스트리밍 썸네일과 카테고리를 보여줘야 하는게 아닌가 싶습니다. 그리고 저는 채팅은 흰 바탕에 검은 글씨로 보는게 눈이 편해서 선호하는 편인데 라이트모드도 좀 만들어주세요
빠른 피드백을 수용해서 너무 쾌적해졌습니다. 아직 아쉬운 점이 조금은 있지만 이정도의 의견 반영속도라면 완벽한 어플이 될것 같아 보입니다.
아직까진 개선점이 여럿 보이긴 함. 하지만 베타인 것을 감안하면 이해가 가능한 부분이며 빠르게 피드백을 받아 지속적인 업데이트가 이루어지고 있기 때문에 만족합니다.
베타초반에도 방송보는것이 가능했는데 불편한 사항들을 즉시고쳐주는 모습을 보고나서 불편사항이 있어도 금방 고쳐주겠지하는 믿음도 생기고 실제로 많이 편해져서 편히 사용중 입니다
제발 라이트모드 좀 해주세요 빨리 ... 다크모드 정말 싫어하는데 어두워서 앱에 들어가기가 싫어요ㅠ 그거 빼고는 깔끔하고 보기 편해서 좋아요 스트리머 추천 기능도 좋고 전체적인 게시판같은 느낌도 복작복작하니 맘에 드네요
치지직 전에는 모르겠는데 다크모드 되니까 좋고 왼쪽 꾹 눌러서 밝기 오른쪽은 볼륨 바로 조절되는거 좋고 화질도 좋고 채팅 딜레이도 유튜브보다 나은편인거 같고 당장은 그리드도 없다는거 같은데 꽤나 맘에 드는군요
베타라고는 생각되지 않는 퀄리티임 화질도 다른곳과 차원이다른 역체감이 느껴집니다 이대로도 크게 불편한건없이 만족하지만 스트리머이름 밑에 플레이하는게임 표시만 있으면 좋겠습니다.
아직 베타임에도 모바일앱이 상당히 쾌적하고 완성도가 있어 만족스럽습니다. 피드백도 빠른 거 같으니 앞으로 더 기대하겠습니다.
저희가 팔로우 채널을 먼저 볼 수 있게끔 해달라는건 단순히 아이콘만 띄워달라는게 아니에요. 추천채널처럼 채널 미리보기나 썸네일을 볼 수 있게 해달라는 겁니다. 어떤 방송을 하고 있는지 저희도 미리 알아야죠.
베타기간 진행중에도 꾸준하게 피드백도 받고 업데이트도 해주시는게 정말 좋습니다! 새롭게 시작하는 플랫폼이지만 준비를 많이 해주신게 느껴져서 앞으로의 행보가 기대됩니다!! 치지직 화이팅! 스트리머 화이팅!!!
버퍼링이 좀 걸리지만 그래도 편해요 베타기간 끝나면 끊기는거나 버퍼링이 개선될거같단 생각이들어요~
"베타임에도 완성도가 좋고, 기대가 됩니다. 트위치 대체 충분히 가능할 거 같습니다. 게임외에도 다양한 방송이 있으면 좋겠습니다."
방송을 시청하는데에 불편한곳도 없고 화질도 좋아서 보기가 편해용^-^ 만약 방송을 하고싶다거나 방송하는것을 보고싶은 분들은 이 앱을 추천합니당~ 아직 베타버전이긴 해도 깔끔하고 좋으니 정식 버전도 기대가 됩니당 치지직 앞으로도 쭉해주세요~~🫶
너무 만족합니다! 직관성이 살짝 부족하고 가끔 버퍼링이 걸리긴 하지만 베타버전이기도 하고 추후에 고쳐지면 완벽해질 것 같습니다!
음...원래 출시일보다 급하게 당겨져서 하는 것 치고는 쾌활한 서비스인것 같고 베타가 이정도니까 정식 나오면 조금 더 재미있거나 유용한것들이 추가된다고 생각하며 기대할게요 최고입니다
베타임에도 불구하고 잘 운영하는거 같습니다 앞으로 더욱 발전하고 좋은 플랫폼으로 숲과함께 좋은 라이벌이 되엇으면 합니다
개발이 바쁘신데 수고 많으십니다 가능하시면 추후에 19금 연령제한인증 추가 하고 뒤로가기 버튼 or 바로 시청하기 버튼 추가해주시면 정말정말로 감사하겠습니다
치지직 채널 들어가면 구독하기가 없는데 혹시 구독을 할수 없는건가요!? 어떻게 된건지 알려주시면 매우 감사할듯합니다
트위치에서 넘어온사람인데 꽤 괜찮았어요 하지만 최근에 생긴 구독제는 모바일에서도 결제하게해주시면 감사하겠습니다 그리고 팝업창도...
앱은 상당히 완성도있게 나온것같네요. 다른 플랫폼에 비해 부족한 부분이 있지만 빠른 피드백 반영으로 고쳐나가고 있으니 만족합니다.
"안되는거 알고있지만 그래도 얘기해봅니다. 트위치에서만 되는 투표추첨, 포인트도박등등 으로 더 재미를 유도해야 더 치지직유저들이 더 재미있게 볼꺼 같아요.."
이왕 오픈하시는거 잘되길 바랍니다 퀄리티만 유지해주신다면 솔직히 도네 수수료든 광고든 (그래도 3개이상은 점;; 곤란하긴해요) 상관없으니 잘 정착하시고 좋은 서비스 유지해주세요
솔직히 걱정많이했는데 만족스럽게 나왔네요. 베타라 미흡한부분이 있긴했는데 실시간으로 피드백받고 고치는거보고 감동했습니다.. 특히 채팅관련기능 실시간으로 바뀌는게 인상적이었네요. 앞으로도 기대합니다~
다시보기 기능에서 보던 영상을 이후에 마지막으로 본 시간을 다시볼수 있게끔 보던 시간을 기억하게 하면 좋을것 같습니다.
아직 베타인데도 불구하고 모바일 시청환경이 쾌적하다는 느낌을 받았습니다. Pc는 잘 모르겠지만 모바일로는 잘 이용하고 있네요! 또 네이버페이가 되는게 너무 편합니다:)) 잘쓰고있어요!
화이트 모드까지 있으면 좋은 것 같습니다 검정 화면이라 글씨들이 눈이 띄지 않아요 ㅜ 밝은 화면이 됬으면 좋겠네요!!
방송 시청시 스와이프로 불륨 밝기 조절 편하고 화질도 좋다 홈화면은 생방송과 동영상그리고 방송인 소식들 볼 수 있어서 보기 편합니다 E스포츠 좋아하는 나로써 치지직 앱에서 뉴스도 볼 수 있고 순위 등 소식 볼 수 있는게 좋습니다.
팔로워 채널을 미리볼순 없는것 빼고는 많이 좋아졌습니다. 다만 아직 크롬캐스트 지원을 하지않아 큰 화면으로 못보는중인데 크롬캐스트 지원도 할 수 있게 해주시면 감사하겠습니다.
단순히 트위치처럼 영상만 보는게 아니라 약간 다 짬뽕시켜놔서 새로움 커뮤니티도 있고 만화 같은것도 있고 e스포츠 관련 기사도 볼 수 있어서 신기함 밝기 조잘 같은 몇가지 불편한게 있긴한데 아직 베타버전이니깐 잘 다듬어서 정식 출시하면 좋은 모습 보여줄거 같음
피드백이 빠르고 스트리밍 환경이 아주 좋음 개발진들도 개선의지가 아주 좋은 것 같습니다 정식 출시가 매우 기대됩니다
"아직 베타인데도 너무 만족하고 있어요!! 특히 화질이 1080 지원된다는 점, 그리고 후원 기능인 치즈 결제가 간편하다는 점에서 만족하고 있습니다!!!"
베타지만 완성도가 높고 트위치를 대체하는 역할을 충분히 다하는 듯 함. 자잘한 버그나 개선사항이 추후 업데이트를 통해 개선되면 더욱 좋을듯
베타스트리머 이외의 다른유저들도을 모바일에서 찾아서 팔로우하기 어려운것만 빼면 나머진 다 좋습니다!!!^^ 부디 한국판 제 2의 트위치로 성장하시길!!!!화이팅!!^^ 특별히 5점 드릴게요!!^^
처음에 안되던것들이 점점 가능하도록 발전하는게 눈에 보일정도로 빠른개선이 되어지고 있네요 좋습니다
"게임 커뮤니티, 게임 스트리밍 등 게임 관련 콘텐츠를 앱 하나에서 즐길 수 있다는 게 매우 큰 매력인 앱입니다. 아직 개선할 점이 남아있겠지만, 지금까지는 만족스러운 점이 더 많이 보이네요!"
"깔끔한 ui와 고화질 스트리밍, 게임 커뮤니티까지 하나의 앱으로 즐길 수 있어서 좋아요! 아직 스트리밍은 아쉬운 부분이 있는데 빠른 업데이트로 바로바로 개선해 주니 최고입니다!"
치지직 넘 좋아요 UI도 깔끔하고 베타 기간임에도 직원분들 피드백 수용도 너무 좋고 잘 만들어진 앱이에요 그리고 채팅도 특히 마음에 들어요 굿굿
"사진 및 동영상 접근권한이 필수가 아니기 때문에, 상대적으로 건전한 플랫폼이라 생각 합니다."
화질좋은건 진짜 완전 장점인데 와이파이 빵빵해도 로딩때문에 방송을 볼수가 없어요!!! 진짜 개빡쳐요 화가나요 진짜
메인에는 팔로우안한채널들만 줄지어서 보여주면서 팔로우한 채널들은 팔로우채널탭따로 들어가도 무슨 방송하는지 알수가없음 아프리카도 즐찾한 채널 무슨생방인지 미리보기화면뜨는데 디자인 누가했는지 진짜 편의성 쓰레기가 따로없다
트위치 초반이랑 비슷한 점이 많고 결제면에서는 편리함 초반이라 그렇지 점점 고쳐나가면 괜찮을 듯 합니다.
시스템 부분이 부족한 곳이 있긴 한데 트위치랑 비슷해서 사용하기 편리합니다.
띵타이쿤 추천은 감다살~^^ 근데 추천 시스템도 좋은데 팔로우 한 사람 뱅송 화면을 좀 보여주라고 제발
광고가 거의 없는듯. 아무튼 아프리카보다 훨씬 클린하고 괜찮은듯
좋아하는 bj 따라 봤는데 화질도 좋고 생각보다 괜찮은거같아요 보다보니 아직 베타버전이라 그런건지 피드백도 바로바로 잘 반영해주시는것같아요 점점 좋아지는 치지직을 응원합니다!ㅎ
"가끔 생방 중 버퍼링이 좀 자주 되고, 또 채널 선택을 해도 그 채널로 안가지긴 하는데 그거 외에는 괜찮습니다"
만족하며 사용중 입니다 업데이트도 잘해주셔서 더욱 좋아지고 싶습니다 아직 베타라 그렇치 정식때는 불편함이 없을 거라고 생각합니다 치지직 짱!
베타인데 버퍼도 생각보다 많이 안걸리고 너무 완성도 높게 나와서 놀랐습니다ㅋㅋ개선해야할께 많은데 피드백도 즉각즉각 해주시는거보고 믿음이 생깁니다 화이팅해서 트위치 만큼 성장하길 바랍니다.
트위치 섭종에 이은 새로운 영상 플랫폼이 굉장히 마음에 듭니다. 인터페이스가 트위치랑 비슷하여 적응하기 쉽고 지원하는게 많아 트위치 때보다 더 좋은 것 같습니다.
아직 부족한점이 있는데 피드백이 매우 빠르게 반영되어 업데이트 해줘서 가능성이 보인다.
아직 부족한 부분이야 있지만 베타이니까 곧 개선해 줄거라고 생각합니다 전체적인 느낌은 상당히 좋아요 확대 되는 부분도 만족이고
"양대마켓 1위 축하드려요 베타서비스라서 아직 부족한점이 많으나 좋네요 정식서비스하기전에 부족한 점 꼭 채우시고 고쳐가면서 플랫펌의 미래 바꿔주시길바랍니다 검색기능 업데이트 ,안전한 서비스, 음량,화면조율 ,버펑 등 문제점이 눈에보있네요 이 점 꼭 고쳐주세요"
고해상도인 선명한 화질만으로도 너무 마음에 들고 사용 편의성도 괜찮아서 앞으로 정식 오픈이 기대됩니다
태블릿에서 자동회전을 비활성화 하면 (태블릿을 가로모드로 사용하고 있는데도) 무조건 세로모드로 고정이 됩니다. 고쳐주세요.
어플 테블릿 가로모드로 하면 화면 이상해지던 불편한점 빠르게 고쳐줘서 좋네요
"불편한 점이 더러 있었는데요 없어지고 있어요 빠른 피드백, 꾸준한 업데이트 아주 만족스러워요 이게 대기업의 힘인가"
앱에 들어가서 세로모드만 사용해야 하는데 이걸 가로 세로 모드 중에서 선택할 수 있게 해주세요!!
1030도 잘보이고 거의 끊킴이 없이 잘 보여요. 아직 테스트 단계지만 정식으로 치지직이 오픈 되었으면 좋겠습니다.
"정말 잘 보고있습니다!! 베타서비스지만 생각 보다 기대이상이고, 피드백도 계속받으면서 더욱 좋게 바뀌어서 좋은 거 같습니다."
UI 등등 굉장히 편하고 개선사항도 빠르게 반영되어서 기대되는 플랫폼입니다
베타기간임에도 불구하고 상당히 만족스러운 결과라서 좋아요!! 어플도 잘 돌아가서 좋습니다~
트위치에서 넘어왔습니다- 1. 피드백이 맛있고 친절해요. 2. 서버가 원활하고 스피드해요! 3. 모든게 만족스럽습니다!
아직 베타 기간이라 채팅창 크기등 부족한게 있지만 화질좋고 확대까지 가능해서 참 좋아요
기존 트위치 이용자들이 적응하기 쉽게 흡사한 ui를 가지고 있어서 좋아요 네이버에서 최대한 투자하고 개발자분들이 최대한 힘써서 버퍼링이나 사소한 문제점들을 개선해서 좋은 플랫폼 만들어주시면 감사하겠습니다
인기차트 1위 축하드려요! 치지직 화질 좋고 다시 보기 있어서 너무 마음에 들어요 치지직이 잘되기를 바랍니다!
아프리카TV는 별풍 이미지 망이고 트위치는 도망쳐버렸으니 마지막 단 하나의 희망 치지직! 끊김없는 영상과 원활한 채팅에 반했습니다!!
깔끔하고 유려한 UI도 좋았고 지연없이 나오는 영상도 다른 앱들보다 훨씬 잘 나와요!!!
화질도 좋고 볼 것도 많아서 좋아요 베타버젼이 이정도인데 정식 오픈하면 얼마나 더 멋진 어플이 될지 기대됩니다
재미있는 생방송 시청과 함께 정보나 이벤트를 확인할 수 있는 라운지도 이용할 수 있어서 너무나도 편리합니다!
아직 여러가지 고쳐 나가야할 부분들이 많지만 베타라는걸 감안하면 정말 괜찮게 나온 것 같아요! 치지직 화이팅!!
베타인점 감안하고 나쁘지않음 계속해서 채팅팝업이나 색깔넣어주는등 열심히 개선하는거같아서 좋음
